Category,Retailer,Week,Year,Date,Ordered (Units),Dispatched (Units),Order ($),Dispatched ($),Inventory Total(Units)
Ice-Cream,Kroger,19,2020,5/11/2020,2095974,1745542,6375536.65,5293503.74,
Ice-Cream,Kroger,20,2020,5/18/2020,2226486,1886324,6685311.44,5533615.702,
Ice-Cream,Kroger,21,2020,5/25/2020,2271190,1869744,6855059.74,5615719.696,
Ice-Cream,Kroger,22,2020,6/1/2020,2205206,1730756,6659174.96,5141160.853,
Ice-Cream,Kroger,23,2020,6/8/2020,1783748,1418836,5245255.62,4118433.332,
Ice-Cream,Kroger,24,2020,6/15/2020,1807232,1465874,5229956.25,4195060.597,
Ice-Cream,Kroger,25,2020,6/22/2020,1918756,1559198,5557564.61,4469924.703,
Ice-Cream,Kroger,26,2020,6/29/2020,1884088,1575518,5320513.91,4449725.88,
Ice-Cream,Meijer,1,2020,1/6/2020,100792,92548,309096.22,280129.33,
Ice-Cream,Meijer,2,2020,1/13/2020,123100,116620,367428.82,345540.38,
Ice-Cream,Meijer,3,2020,1/20/2020,285770,244572,893157.67,769979.275,
Ice-Cream,Meijer,4,2020,1/27/2020,188332,158218,570963.38,474565.21,
Ice-Cream,Meijer,5,2020,2/3/2020,301430,296114,966385.07,950924.91,
Ice-Cream,Meijer,6,2020,2/10/2020,356742,342528,1110445.86,1071895.916,
Ice-Cream,Meijer,7,2020,2/17/2020,333838,333088,1033607.5,1016472.439,
Ice-Cream,Meijer,8,2020,2/24/2020,221776,218254,692002.09,679225.58,
Ice-Cream,Meijer,9,2020,3/2/2020,223466,223820,689182.42,678902.142,
Ice-Cream,Meijer,10,2020,3/9/2020,301126,294046,945881.45,921996.41,
Ice-Cream,Meijer,11,2020,3/16/2020,285542,280030,880886.86,862774.199,
Ice-Cream,Meijer,12,2020,3/23/2020,312886,243496,959211.33,756645.04,
Ice-Cream,Meijer,13,2020,3/30/2020,440640,219782,1379011.11,681984,
Ice-Cream,Meijer,14,2020,4/6/2020,545644,538786,1652350.91,1633360.448,
Ice-Cream,Meijer,15,2020,4/13/2020,319072,303876,986842.85,937535.082,
Ice-Cream,Meijer,16,2020,4/20/2020,224836,212294,693141.76,651579.958,
Ice-Cream,Meijer,17,2020,4/27/2020,440662,375100,1396205.63,1181389.337,
Ice-Cream,Meijer,18,2020,5/4/2020,475118,406276,1494978.92,1271704.903,
Ice-Cream,Meijer,19,2020,5/11/2020,502290,419350,1569722.39,1299419.598,
Ice-Cream,Meijer,20,2020,5/18/2020,304174,271482,904892.39,803182.231,
Ice-Cream,Meijer,21,2020,5/25/2020,664202,409262,2033998.13,1316943.61,
Ice-Cream,Meijer,22,2020,6/1/2020,384152,295708,1191981.88,897983.671,
Ice-Cream,Meijer,23,2020,6/8/2020,323382,269700,948674.64,777325.879,
Ice-Cream,Meijer,24,2020,6/15/2020,407402,348962,1227202.41,1043209.086,
Ice-Cream,Meijer,25,2020,6/22/2020,374156,319286,1098209.05,930466.394,
Ice-Cream,Meijer,26,2020,6/29/2020,628846,572282,1827910.29,1638655.011,
Ice-Cream,Other,1,2020,1/6/2020,1617021,1572011,4988195.88,4854711.316,
Ice-Cream,Other,2,2020,1/13/2020,5072649,4703450,1.44E+07,1.34E+07,
Ice-Cream,Other,3,2020,1/20/2020,7495931,7001460,2.04E+07,1.92E+07,
Ice-Cream,Other,4,2020,1/27/2020,8376481,7605513,2.29E+07,2.09E+07,
Ice-Cream,Other,5,2020,2/3/2020,1.02E+07,9715225,2.88E+07,2.73E+07,
Ice-Cream,Other,6,2020,2/10/2020,1.04E+07,1.00E+07,2.80E+07,2.70E+07,
Ice-Cream,Other,7,2020,2/17/2020,8967775,8701666,2.46E+07,2.37E+07,
Ice-Cream,Other,8,2020,2/24/2020,1.08E+07,1.05E+07,2.85E+07,2.76E+07,
Ice-Cream,Other,9,2020,3/2/2020,1.18E+07,1.15E+07,3.25E+07,3.16E+07,
Ice-Cream,Other,10,2020,3/9/2020,1.10E+07,1.05E+07,2.89E+07,2.75E+07,
Ice-Cream,Other,11,2020,3/16/2020,1.05E+07,1.02E+07,2.78E+07,2.69E+07,
