category,date,original,dispatched,order$,ship$
deo,2018-07-30,9082221.0,8167614.0,32426969.419999998,28933414.706000004
savoury,2018-07-30,10472381.0,8914654.0,9594659.96,8958009.109000001
hair care,2018-07-30,8143983.0,7557591.0,24837780.909999993,22782460.97299999
condiments,2018-07-30,4297771.0,3837400.0,14147963.390000002,12637970.263
q-tips,2018-07-30,1269495.0,1062295.0,3170573.539999999,2705011.2669999995
skin care,2018-07-30,2895412.0,2448719.0,8896770.620000003,7446305.946999997
other foods,2018-07-30,408.0,384.0,1080.99,1017.39
tea,2018-07-30,1887517.0,1753395.0,6064137.089999998,5591109.628999999
svg other personal care,2018-07-30,258209.0,242024.0,1770468.2800000003,1544172.0359999998
personal wash,2018-07-30,11585558.0,9931429.0,47427067.00000001,40849825.59100001
home care,2018-07-30,1145872.0,1013224.0,4936487.449999996,4224360.741
ice cream,2018-07-30,24618728.0,22377024.0,56414293.38000005,53405570.60899999
ic-other,2018-07-30,702.0,690.0,9638.630000000001,9474.03
ice cream,2018-08-06,20371124.0,18283243.0,48695425.37999998,45945190.08600001
q-tips,2018-08-06,1536434.0,1301532.0,4002480.810000001,3352430.9160000007
hair care,2018-08-06,11819727.0,10420407.0,35813728.27000002,31092100.348
savoury,2018-08-06,10551743.0,10050391.0,11112977.920000007,10482936.177000001
tea,2018-08-06,2341163.0,2088953.0,7182490.460000002,6476305.364000002
home care,2018-08-06,1093925.0,956822.0,4689197.64,4134108.3620000007
skin care,2018-08-06,3226973.0,2770376.0,9799912.36,8212185.476000001
ic-other,2018-08-06,696.0,732.0,10003.73,10003.73
condiments,2018-08-06,4740715.0,4454702.0,16621042.400000002,15722475.480000002
deo,2018-08-06,11953927.0,10276910.0,41721450.3,33953061.158
other foods,2018-08-06,1920.0,652.0,1719.49,1698.29
svg other personal care,2018-08-06,264989.0,252209.0,1460059.83,1328817.126
personal wash,2018-08-06,11162287.0,9580830.0,46237988.44,38184181.665
savoury,2018-08-13,9502233.0,9229398.0,10011339.379999995,9580031.688999997
condiments,2018-08-13,7304953.0,5684962.0,21440936.64,20181725.719
ice cream,2018-08-13,19963212.0,18415807.0,49172581.79000002,46701634.820000015
q-tips,2018-08-13,1319143.0,1170921.0,3538288.67,3019277.145000001
personal wash,2018-08-13,7226261.0,6508313.0,32349511.589999992,28061947.410000008
ic-other,2018-08-13,456.0,456.0,6220.900000000001,6220.900000000001
hair care,2018-08-13,8644275.0,7913563.0,28117064.11,25485145.375
tea,2018-08-13,2152775.0,2076423.0,7049397.549999998,6668587.400999997
skin care,2018-08-13,2928983.0,2506020.0,8591360.610000001,7446083.016000003
home care,2018-08-13,1167489.0,973931.0,4910964.830000002,4069591.8080000007
deo,2018-08-13,8031263.0,7352514.0,32003263.160000004,29079605.12700001
svg other personal care,2018-08-13,347931.0,329458.0,2324909.5100000002,2066292.0140000004
other foods,2018-08-13,556.0,376.0,1413.3400000000001,936.87
deo,2018-08-20,8436008.0,7787217.0,30469742.250000007,27566541.531000007
tea,2018-08-20,2464884.0,2348106.0,7633963.7299999995,7216638.551000001
personal wash,2018-08-20,7732342.0,7013145.0,35682488.50000001,30285508.801
svg other personal care,2018-08-20,369056.0,295402.0,2491614.910000001,1800805.301
skin care,2018-08-20,2660976.0,2352940.0,8196473.170000002,7051873.061
other foods,2018-08-20,52.0,52.0,136.85,136.85
q-tips,2018-08-20,1498556.0,1267416.0,4034944.84,3234756.377
savoury,2018-08-20,11494666.0,10403394.0,11210033.35,10706928.726000002
condiments,2018-08-20,7441339.0,6753675.0,25267681.21999999,24433698.797
ic-other,2018-08-20,606.0,606.0,8313.9,8313.9
hair care,2018-08-20,10559382.0,8850600.0,32271544.900000002,27875025.485
home care,2018-08-20,1191053.0,979376.0,5162012.359999999,4385143.565
ice cream,2018-08-20,22382615.0,20463726.0,54836193.889999956,51225137.41499995
other foods,2018-08-27,164.0,120.0,434.07,317.612
deo,2018-08-27,9746579.0,8866711.0,33308695.56999999,29480498.700999998
home care,2018-08-27,1435304.0,1173779.0,6061685.300000001,4888857.565999998
ice cream,2018-08-27,24795364.0,21604836.0,57304204.899999976,50696814.58399998
q-tips,2018-08-27,1602531.0,1408623.0,4061830.730000001,3314703.111000001
personal wash,2018-08-27,9729935.0,8686461.0,45698463.04000001,35153909.688000016
ic-other,2018-08-27,690.0,750.0,10289.57,10289.57
svg other personal care,2018-08-27,314323.0,285067.0,2420531.840000001,2003045.819
skin care,2018-08-27,2923861.0,2483126.0,8982497.330000004,7415229.825000002
hair care,2018-08-27,11588521.0,11272479.0,38646652.95999999,35849274.330999985
tea,2018-08-27,2503060.0,2179335.0,7924131.080000004,6755435.599000003
savoury,2018-08-27,12626889.0,12146083.0,12717185.690000001,12171414.116999997
condiments,2018-08-27,5739128.0,5362276.0,19253163.99999999,17994280.095999993
savoury,2018-09-03,9689119.0,9447531.0,9891030.889999997,9502692.440999998
personal wash,2018-09-03,8296853.0,7579332.0,37427674.49,31821910.548
ic-other,2018-09-03,366.0,366.0,5016.469999999999,5016.469999999999
home care,2018-09-03,1111775.0,852908.0,4307848.700000001,3412152.039
deo,2018-09-03,8189550.0,7385375.0,27948012.98,24299732.44300002
ice cream,2018-09-03,14023674.0,13039642.0,35531554.92,33922499.900000006
condiments,2018-09-03,3882684.0,3589161.0,12508610.260000002,11270945.893999998
tea,2018-09-03,1813180.0,1715391.0,5624999.739999998,5288762.193
other foods,2018-09-03,8.0,8.0,20.99,20.99
skin care,2018-09-03,2741161.0,2190020.0,8257973.029999999,6742422.278000001
q-tips,2018-09-03,1152023.0,1109174.0,2855552.83,2654827.4629999995
hair care,2018-09-03,8897710.0,8646297.0,28248749.29,26438019.957999997
svg other personal care,2018-09-03,365580.0,295895.0,1954496.9800000002,1578202.689
svg other personal care,2018-09-10,264445.0,232596.0,1758314.15,1598471.606
home care,2018-09-10,1214206.0,940203.0,4910098.649999999,4126931.995000001
ic-other,2018-09-10,654.0,654.0,8981.92,8981.92
deo,2018-09-10,8053777.0,7262974.0,28113274.019999992,24651395.012
personal wash,2018-09-10,7547802.0,7017087.0,33371279.28999999,30306894.264000006
ice cream,2018-09-10,15331311.0,13852641.0,37138465.670000024,34619438.01500001
savoury,2018-09-10,12425631.0,11525894.0,12584846.279999997,11916990.222000003
skin care,2018-09-10,3043252.0,2424274.0,8923738.35,7220743.697000001
condiments,2018-09-10,4252661.0,4131920.0,12725340.249999994,12210202.353999993
tea,2018-09-10,2051910.0,1981689.0,6194432.650000001,6038510.322000001
hair care,2018-09-10,9783913.0,8854629.0,31131672.169999998,28898552.201
q-tips,2018-09-10,1175900.0,1112538.0,2940987.9900000007,2759202.401
ic-other,2018-09-17,252.0,252.0,3454.96,3454.96
hair care,2018-09-17,9866150.0,9197728.0,30873475.649999995,28910719.301000003
ice cream,2018-09-17,14846363.0,14017275.0,36043549.469999984,34967814.663999975
svg other personal care,2018-09-17,267144.0,252142.0,1752303.2999999998,1639710.59
home care,2018-09-17,1212508.0,1006476.0,5104050.53,4298896.732
tea,2018-09-17,2107466.0,2018120.0,6627509.330000001,6296935.232
deo,2018-09-17,9623972.0,8508706.0,31668149.140000008,27009743.298000008
other foods,2018-09-17,1556.0,1484.0,3349.99,3349.99
savoury,2018-09-17,12246320.0,11046252.0,12152471.449999997,11613586.865
personal wash,2018-09-17,8952253.0,8418481.0,40222384.269999996,37336514.39999998
condiments,2018-09-17,3936025.0,3752122.0,13605256.989999996,12758844.79
skin care,2018-09-17,3813393.0,3045041.0,11685495.68,8940226.941
q-tips,2018-09-17,1397048.0,1336978.0,3375451.2600000002,3188372.2800000003
q-tips,2018-09-24,1725646.0,1637772.0,4712876.089999999,4347907.63
ice cream,2018-09-24,19293115.0,17892210.0,44667249.93000002,42304894.75500004
ic-other,2018-09-24,720.0,714.0,9797.88,9715.590999999999
savoury,2018-09-24,16363199.0,14781967.0,16376596.209999999,14648063.508000001
condiments,2018-09-24,4855941.0,4620931.0,17022110.98,16121178.223999998
svg other personal care,2018-09-24,264627.0,246603.0,1735820.0399999998,1620923.9130000002
skin care,2018-09-24,3880274.0,3087180.0,12294387.28000001,9756716.389999997
deo,2018-09-24,11383494.0,10042303.0,41097857.62999999,35121271.24800001
tea,2018-09-24,2463793.0,2275103.0,7524450.180000001,6784251.246999999
personal wash,2018-09-24,10332111.0,9174622.0,46624040.87,41028174.91700001
home care,2018-09-24,1371162.0,1154899.0,5537944.009999999,4828748.372000001
hair care,2018-09-24,11806389.0,10862587.0,45133500.19999999,39811276.94500001
other foods,2018-09-24,16.0,16.0,42.19,42.19
deo,2018-10-01,6916055.0,6172794.0,24043678.81,20975339.33
ic-other,2018-10-01,240.0,240.0,3284.99,3284.99
condiments,2018-10-01,4064289.0,3723123.0,13630986.63,12426255.639000004
personal wash,2018-10-01,7271613.0,6701528.0,37305482.19,34378963.45599999
savoury,2018-10-01,11790718.0,10756438.0,11756172.33,11197156.863
ice cream,2018-10-01,14820387.0,13880583.0,38409259.310000025,36092984.867000006
q-tips,2018-10-01,1378455.0,1303376.0,4583289.05,4279072.806999999
other foods,2018-10-01,16.0,16.0,42.4,42.4
skin care,2018-10-01,3194341.0,2457920.0,10698706.039999995,7645058.039000001
hair care,2018-10-01,8117650.0,7797029.0,31090796.65000001,29881593.04100001
home care,2018-10-01,1070417.0,933555.0,4247349.8100000005,3761262.1890000002
svg other personal care,2018-10-01,192454.0,175862.0,1009579.08,913969.7649999999
tea,2018-10-01,2058802.0,1922479.0,6295189.079999999,5953863.963
skin care,2018-10-08,2951077.0,2522874.0,9125543.050000004,7683968.632000003
deo,2018-10-08,8243890.0,7314294.0,30033310.110000003,25888441.914000005
ic-other,2018-10-08,408.0,378.0,6268.970000000001,5800.900000000001
condiments,2018-10-08,3655354.0,3414190.0,12888619.590000002,12103479.767999995
tea,2018-10-08,2990372.0,2142429.0,10091994.58,6771371.845
hair care,2018-10-08,9020466.0,8677739.0,28707348.869999994,27468800.793
savoury,2018-10-08,11998759.0,11267487.0,12695611.809999999,11849906.132
personal wash,2018-10-08,7214032.0,6692749.0,31925924.409999985,29207659.172999993
other foods,2018-10-08,5236.0,2856.0,13268.61,7062.827
home care,2018-10-08,1077833.0,898461.0,4596236.34,3973017.198
q-tips,2018-10-08,1497517.0,1399319.0,4828355.809999999,4467914.260999999
ice cream,2018-10-08,13480837.0,12944713.0,33980557.38,33241202.45100001
svg other personal care,2018-10-08,221138.0,206558.0,1380580.4400000002,1286171.1510000003
skin care,2018-10-15,3538160.0,3209011.0,10601266.759999998,9545232.381000001
ic-other,2018-10-15,498.0,498.0,7726.19,7726.19
condiments,2018-10-15,4202481.0,4002590.0,14366576.989999998,13717369.284000006
deo,2018-10-15,9618163.0,8217780.0,37869143.349999994,30123152.992999997
hair care,2018-10-15,9792817.0,9248341.0,31661890.629999995,28849159.916
tea,2018-10-15,2555536.0,2403161.0,7513433.639999997,7143561.698999996
ice cream,2018-10-15,13275495.0,12865422.0,33694880.57999998,32726057.549999967
personal wash,2018-10-15,8915940.0,8266447.0,39391420.46999999,35475586.83599999
other foods,2018-10-15,1160.0,1160.0,2820.8599999999997,2820.8599999999997
svg other personal care,2018-10-15,182060.0,176127.0,1286308.5500000003,1237920.882
savoury,2018-10-15,13396708.0,12747864.0,14200612.730000004,13431485.155000005
q-tips,2018-10-15,1442307.0,1326438.0,3767708.8800000004,3340726.9080000008
home care,2018-10-15,916316.0,789154.0,3602932.149999999,3165352.9689999996
personal wash,2018-10-22,8128373.0,7250103.0,36863555.42000001,31211930.849999998
condiments,2018-10-22,5672001.0,5491107.0,20052554.1,19260679.497
hair care,2018-10-22,7973766.0,7541380.0,25617401.929999996,24072362.779
skin care,2018-10-22,3025236.0,2602268.0,9267809.709999999,8042955.586999998
ice cream,2018-10-22,12854611.0,12344090.0,33632764.23000002,32404304.366000004
savoury,2018-10-22,13283834.0,12277235.0,13848530.470000004,13018488.314000003
ic-other,2018-10-22,348.0,348.0,5349.150000000001,5349.150000000001
other foods,2018-10-22,144.0,40.0,379.91999999999996,106.0
svg other personal care,2018-10-22,260714.0,234513.0,1679847.4,1531206.655
home care,2018-10-22,1340532.0,1167992.0,5289068.540000003,4673220.171
tea,2018-10-22,2348794.0,2245904.0,7227947.069999999,6866357.032
deo,2018-10-22,8042267.0,6586201.0,33683744.46000001,25050221.617999993
q-tips,2018-10-22,1260500.0,1134706.0,3291749.84,2901115.362
personal wash,2018-10-29,8397178.0,7697215.0,38143948.03,34222433.24699999
other foods,2018-10-29,2500.0,2492.0,6518.79,6497.59
svg other personal care,2018-10-29,326847.0,295196.0,2580606.2800000007,2138662.755
home care,2018-10-29,1136038.0,978309.0,4689685.319999999,4159680.6479999996
deo,2018-10-29,9171236.0,7669192.0,37086581.820000015,29361178.451999992
q-tips,2018-10-29,1596589.0,1400861.0,4611368.300000002,3683193.9039999996
ice cream,2018-10-29,17208575.0,15797023.0,38893825.16999997,37444287.03599998
savoury,2018-10-29,15001560.0,12734730.0,14596029.190000005,13692413.447999999
hair care,2018-10-29,9591367.0,9035546.0,30120140.569999985,28022110.375999995
ic-other,2018-10-29,126.0,126.0,1962.98,1962.98
condiments,2018-10-29,6338811.0,6208010.0,24219743.899999995,23596780.242000002
skin care,2018-10-29,3639717.0,3063073.0,11194303.419999998,8945594.567999998
tea,2018-10-29,2489907.0,2376103.0,7733483.790000001,7333465.211000001
ice cream,2018-11-05,12839033.0,12395696.0,34932115.830000006,34085654.188
personal wash,2018-11-05,8253659.0,7759882.0,34962162.25000001,32746852.518
other foods,2018-11-05,1480.0,1048.0,3855.83,2730.88
condiments,2018-11-05,6387997.0,6273491.0,23724727.459999993,23143581.500999995
svg other personal care,2018-11-05,213785.0,196313.0,1388281.9900000005,1140927.2300000002
tea,2018-11-05,2286812.0,2196690.0,6892019.099999999,6611541.898000001
home care,2018-11-05,949037.0,827391.0,3861031.68,3473948.284
deo,2018-11-05,9581326.0,8721472.0,31804047.79,29077998.633000012
savoury,2018-11-05,12721227.0,12090936.0,13725592.52,12970078.830999997
q-tips,2018-11-05,1308470.0,1182414.0,3575146.86,3118178.5659999996
skin care,2018-11-05,3430447.0,3114722.0,10323473.110000001,9323795.060000002
ic-other,2018-11-05,48.0,48.0,745.26,745.26
hair care,2018-11-05,9060536.0,8537526.0,26894936.839999996,25434985.328
ic-other,2018-11-12,108.0,108.0,1648.75,1648.75
deo,2018-11-12,8702958.0,7847914.0,31921406.309999995,27881095.242999997
hair care,2018-11-12,8797716.0,8168116.0,26447332.67,24359085.961000003
other foods,2018-11-12,588.0,380.0,1488.03,942.2900000000001
ice cream,2018-11-12,11633879.0,11213953.0,30066866.36,29249335.72899999
skin care,2018-11-12,3955312.0,3422652.0,11767728.56,9918658.012000002
q-tips,2018-11-12,1361382.0,1193622.0,3847124.6400000006,3328808.624000001
condiments,2018-11-12,5716348.0,5538562.0,19817490.509999994,18769667.011
svg other personal care,2018-11-12,313083.0,261783.0,2719704.37,2048394.8980000003
home care,2018-11-12,1288246.0,1048711.0,5290912.940000001,4479130.431000002
tea,2018-11-12,2322712.0,2217854.0,7030996.409999997,6704685.760999999
savoury,2018-11-12,14086724.0,13045722.0,14369977.240000002,13454848.893000001
personal wash,2018-11-12,8176202.0,7559274.0,36877003.08000001,34432439.19800001
condiments,2018-11-19,5536225.0,4256774.0,17090319.479999997,15074915.526
ic-other,2018-11-19,246.0,198.0,3750.8199999999997,3088.8
home care,2018-11-19,1057128.0,918932.0,4427147.300000001,3995508.9699999993
hair care,2018-11-19,8308929.0,7606274.0,25130861.67,23256011.215
svg other personal care,2018-11-19,216002.0,200629.0,1443373.5100000002,1301217.982
other foods,2018-11-19,1152.0,1152.0,3034.48,3034.48
savoury,2018-11-19,13272342.0,12944864.0,13198962.45,12796804.975999996
q-tips,2018-11-19,1522641.0,1350304.0,4996485.8900000015,4442188.526000001
personal wash,2018-11-19,7359438.0,6835629.0,32983916.979999986,30949258.653000005
deo,2018-11-19,8602856.0,7281880.0,27419061.97000001,24035225.636000004
tea,2018-11-19,2383188.0,2190322.0,7302970.459999998,6649130.154
skin care,2018-11-19,3752378.0,2926456.0,10576149.709999997,8448837.432999998
ice cream,2018-11-19,10313710.0,9751444.0,26640879.05999999,25291424.977
skin care,2018-11-26,4071992.0,3379841.0,11407186.2,9035932.859999996
other foods,2018-11-26,2312.0,1592.0,5645.829999999999,3895.95
personal wash,2018-11-26,8659614.0,7814525.0,38943542.300000004,35248597.38299999
svg other personal care,2018-11-26,271708.0,250416.0,1801796.8499999999,1466791.1870000002
hair care,2018-11-26,9729641.0,9194494.0,29682501.330000002,27943210.385000013
home care,2018-11-26,1171350.0,1031202.0,4583048.82,4197979.513
savoury,2018-11-26,14421036.0,13988908.0,14539736.13,13916284.413999999
tea,2018-11-26,2719003.0,2506624.0,8261507.059999998,7602863.267999997
deo,2018-11-26,9166588.0,8123440.0,33706150.08000001,29933075.834
q-tips,2018-11-26,1645396.0,1580146.0,4630594.639999999,4440635.169999998
ice cream,2018-11-26,15736555.0,14575140.0,37508784.48000002,36150066.37600001
condiments,2018-11-26,5839480.0,5775890.0,20682390.980000008,19866908.995000005
ic-other,2018-11-26,516.0,360.0,8023.4,5624.8
deo,2018-12-03,7685032.0,6980583.0,25944368.100000005,23123403.617
tea,2018-12-03,2193933.0,2077234.0,6546234.099999998,6212443.727
svg other personal care,2018-12-03,221123.0,201212.0,1620383.6299999997,1379106.2679999995
hair care,2018-12-03,9230358.0,8296616.0,28399628.700000018,25684452.366000004
savoury,2018-12-03,10568353.0,9983203.0,10709491.98,10081674.552999998
condiments,2018-12-03,5215194.0,4931929.0,17315834.169999998,16322114.261000004
q-tips,2018-12-03,1321905.0,1228079.0,3641617.690000002,3311783.310000002
ice cream,2018-12-03,7357502.0,7044615.0,20201195.45000001,19471131.348000012
home care,2018-12-03,963911.0,849439.0,4123155.2799999993,3739503.729
other foods,2018-12-03,712.0,708.0,1886.59,1875.99
skin care,2018-12-03,3833989.0,3020653.0,11166098.079999993,8498561.404000001
ic-other,2018-12-03,66.0,66.0,1025.91,1025.91
personal wash,2018-12-03,6966484.0,6218258.0,29771162.630000003,26955098.246000007
tea,2018-12-10,2731770.0,2606343.0,8143039.940000001,7750732.578000003
other foods,2018-12-10,88.0,88.0,233.2,233.2
skin care,2018-12-10,4699512.0,3767862.0,14069062.149999997,11206568.085
ic-other,2018-12-10,174.0,174.0,2678.88,2678.88
q-tips,2018-12-10,1775970.0,1688808.0,4964436.11,4370439.500999999
hair care,2018-12-10,12680863.0,11338400.0,39746946.35,35006398.980000004
savoury,2018-12-10,12734112.0,12070321.0,12867510.319999995,12081911.407999996
svg other personal care,2018-12-10,313986.0,298999.0,1809291.6200000006,1665519.4709999997
deo,2018-12-10,11999581.0,9304194.0,35334062.24,31243300.446999997
home care,2018-12-10,1721911.0,1556101.0,6845952.930000001,6399170.959
condiments,2018-12-10,5611803.0,5315269.0,20114961.639999997,18883049.597999997
ice cream,2018-12-10,11280874.0,10724417.0,29004374.62999999,27901888.197000004
personal wash,2018-12-10,9454865.0,8859676.0,41633542.61999998,38691990.59599999
hair care,2018-12-17,10863226.0,9348797.0,37499205.519999996,32141504.571
other foods,2018-12-17,324.0,312.0,845.36,813.5600000000001
ice cream,2018-12-17,11047767.0,9915050.0,26317881.830000006,24601175.834999997
deo,2018-12-17,8540048.0,7710865.0,28880547.449999996,27134232.902
svg other personal care,2018-12-17,226214.0,207137.0,1314513.8199999998,1168982.796
tea,2018-12-17,2865296.0,2752586.0,8756622.25,8402834.394
q-tips,2018-12-17,1697697.0,1617542.0,4500049.989999999,4179021.143
savoury,2018-12-17,13530393.0,12583263.0,13477891.079999998,12716135.443999993
condiments,2018-12-17,4652727.0,4417751.0,17452937.369999997,16500834.501999998
personal wash,2018-12-17,9827159.0,8701311.0,46616711.879999995,39580261.15699999
skin care,2018-12-17,4215445.0,3211067.0,12181916.729999997,9478926.92
ic-other,2018-12-17,258.0,228.0,3974.28,3549.68
home care,2018-12-17,1917620.0,1396966.0,7181140.47,5279035.12
hair care,2018-12-24,16860284.0,14568701.0,54258662.370000005,48005236.25999999
savoury,2018-12-24,17620427.0,16894830.0,17048210.119999997,16358355.95700001
condiments,2018-12-24,5965082.0,5561483.0,22108163.109999992,19730817.021999996
ic-other,2018-12-24,252.0,252.0,3939.4700000000003,3939.4700000000003
home care,2018-12-24,1982150.0,1646467.0,7687455.940000001,6772892.016000001
deo,2018-12-24,13306177.0,11634158.0,40787011.190000005,37239467.38599999
ice cream,2018-12-24,19035814.0,17846558.0,42987598.74000001,41134698.79000002
q-tips,2018-12-24,2042150.0,1986107.0,5067640.370000001,4921571.219999999
skin care,2018-12-24,6548950.0,4694504.0,19397059.48,14485723.476999998
other foods,2018-12-24,60.0,24.0,157.72,62.96
personal wash,2018-12-24,13102822.0,11799748.0,60434610.19000001,56688759.05000001
tea,2018-12-24,3197131.0,3060192.0,9966556.75,9586110.111000001
svg other personal care,2018-12-24,337787.0,301157.0,2324220.24,1966478.4309999999
ice cream,2019-01-07,4346382.0,4060708.0,12930530.879999999,12182856.782999998
deo,2019-01-07,3494132.0,2905422.0,11757620.800000004,9717122.141000003
personal wash,2019-01-07,2518097.0,2337262.0,10541672.300000003,9890425.81
condiments,2019-01-07,2298940.0,2195301.0,8034203.840000002,7776796.932999999
tea,2019-01-07,1090588.0,1011244.0,3355351.5099999993,3079828.7520000003
hair care,2019-01-07,3653298.0,3027634.0,11644153.890000004,9665910.252000002
q-tips,2019-01-07,469473.0,461983.0,1216967.1300000006,1193847.2670000002
other foods,2019-01-07,32.0,24.0,84.38,63.39
skin care,2019-01-07,1810772.0,998599.0,4504891.770000001,3067862.18
home care,2019-01-07,636105.0,579585.0,2550630.24,2402017.152999999
savoury,2019-01-07,5095044.0,4945569.0,5450356.330000001,5228931.746000002
svg other personal care,2019-01-07,148178.0,140224.0,878470.8300000004,803354.6230000004
ic-other,2019-01-14,186.0,186.0,2892.29,2892.29
other foods,2019-01-14,64.0,52.0,168.55,136.95999999999998
personal wash,2019-01-14,7065316.0,6117625.0,27017928.509999998,23504028.375999995
q-tips,2019-01-14,1046072.0,1033668.0,2830801.440000001,2778785.3380000005
skin care,2019-01-14,2893345.0,2345311.0,8222495.529999998,6966846.182000004
ice cream,2019-01-14,9218780.0,8793949.0,24667297.24000001,23312074.763
home care,2019-01-14,1070630.0,908797.0,4594416.67,4120301.198
deo,2019-01-14,6384602.0,5993395.0,21155085.310000006,19814847.41099999
tea,2019-01-14,1863159.0,1731870.0,5642009.360000001,5277752.567
hair care,2019-01-14,7808416.0,6703418.0,25340575.65,21183789.488
savoury,2019-01-14,10007035.0,8814751.0,9680932.980000004,9230307.207999999
condiments,2019-01-14,3875474.0,3665919.0,12818102.969999997,12168347.629000003
svg other personal care,2019-01-14,247593.0,238289.0,1462550.2400000002,1374975.085
svg other personal care,2019-01-21,253315.0,242368.0,1779121.2999999998,1657346.103
other foods,2019-01-21,1032.0,516.0,2714.4,1358.9
q-tips,2019-01-21,1366700.0,1322043.0,3658494.1000000006,3491480.3500000006
deo,2019-01-21,8165412.0,7808357.0,26858503.48,25600556.231000014
skin care,2019-01-21,3402838.0,2833081.0,9415186.27,8286659.838999994
savoury,2019-01-21,11043397.0,9550501.0,10492293.040000008,10026736.914000005
condiments,2019-01-21,5049227.0,4090269.0,14842030.680000003,13631989.204999996
hair care,2019-01-21,10529000.0,9026362.0,33862182.46999999,28405469.794999998
home care,2019-01-21,1155412.0,878611.0,4960015.120000001,4170429.708
ic-other,2019-01-21,546.0,546.0,8446.56,8446.56
ice cream,2019-01-21,12330506.0,11364026.0,34200173.74999998,31203946.43799999
tea,2019-01-21,2252218.0,2137956.0,6816596.710000001,6428931.853999999
personal wash,2019-01-21,8317122.0,7419673.0,33667469.63,30620173.512999993
ice cream,2019-01-28,12910864.0,12253335.0,34645221.88999999,32664772.265000008
deo,2019-01-28,6685287.0,6301675.0,22389211.019999996,21327750.914999995
home care,2019-01-28,1028354.0,800269.0,4389185.7,3672475.1360000004
savoury,2019-01-28,11125921.0,10707628.0,11591767.780000001,10917374.505
personal wash,2019-01-28,7100763.0,6467998.0,29585538.359999992,26744251.718
other foods,2019-01-28,16.0,16.0,42.4,42.4
ic-other,2019-01-28,288.0,288.0,4493.8099999999995,4493.8099999999995
skin care,2019-01-28,2923603.0,2419884.0,7939882.740000003,6729941.0440000035
q-tips,2019-01-28,1441447.0,1092579.0,3582905.3200000003,2864121.8980000005
svg other personal care,2019-01-28,286582.0,273268.0,1765107.7899999998,1656885.442
hair care,2019-01-28,9167472.0,7709104.0,28211472.31,23862960.573
tea,2019-01-28,2438317.0,2265132.0,7240654.9399999995,6727128.002000001
condiments,2019-01-28,5575528.0,5076099.0,19737946.099999998,17443613.768
other foods,2019-02-04,120.0,60.0,317.36,158.36
skin care,2019-02-04,3502398.0,2997331.0,9952294.299999997,8468424.190000001
hair care,2019-02-04,10085555.0,8812817.0,32201417.449999996,27174901.045999996
home care,2019-02-04,1322293.0,1005869.0,5364879.649999997,4352325.993
svg other personal care,2019-02-04,345422.0,261015.0,1896845.4100000001,1470432.2940000002
condiments,2019-02-04,5244755.0,4999654.0,16817177.050000004,15903829.845000004
deo,2019-02-04,7338032.0,6822309.0,24349097.35,22704904.075000003
ice cream,2019-02-04,15157606.0,14566783.0,41501034.730000034,39516761.83700001
tea,2019-02-04,2435087.0,2285129.0,7660363.870000002,7069376.740000004
ic-other,2019-02-04,1278.0,798.0,19953.060000000005,12465.540000000003
personal wash,2019-02-04,7961190.0,7491489.0,34387531.03000001,32064336.795999996
q-tips,2019-02-04,1617968.0,1004729.0,4146856.379999999,2998191.2409999985
savoury,2019-02-04,13196827.0,11191489.0,12741939.430000002,11839701.378
ice cream,2019-02-11,13565770.0,13005987.0,37094832.82000001,35359123.38699999
hair care,2019-02-11,10301672.0,9607075.0,30689800.020000003,28488378.054
ic-other,2019-02-11,492.0,492.0,7675.21,7675.21
svg other personal care,2019-02-11,294341.0,219218.0,1773810.7900000007,1328583.2980000002
skin care,2019-02-11,3049366.0,2617858.0,8909100.800000004,7493395.027000002
savoury,2019-02-11,11732078.0,10477493.0,11494168.02,10571548.253000004
other foods,2019-02-11,1628.0,1460.0,4280.35,3841.77
personal wash,2019-02-11,8360432.0,7615446.0,32236889.000000015,30786330.234000005
home care,2019-02-11,1246566.0,1096056.0,5336086.74,4673771.524999999
tea,2019-02-11,2372914.0,2236927.0,7160258.54,6603194.958000001
deo,2019-02-11,8538954.0,7974556.0,26878507.360000007,24957891.840000007
q-tips,2019-02-11,1669174.0,1168618.0,3978612.25,3075100.663
condiments,2019-02-11,4035653.0,3966286.0,12522793.299999997,11885498.991999993
tea,2019-02-18,2442559.0,2278750.0,7607139.430000001,6838169.625000003
skin care,2019-02-18,3527148.0,2999589.0,10764149.380000005,8706755.784
hair care,2019-02-18,10680432.0,9888706.0,31435388.86000001,29130369.847000007
other foods,2019-02-18,600.0,360.0,1576.76,947.38
svg other personal care,2019-02-18,333405.0,261022.0,2002720.6300000001,1599849.3050000002
home care,2019-02-18,1316371.0,1051311.0,5580516.43,4571087.952
savoury,2019-02-18,12898969.0,11748349.0,13175188.3,11928972.096999997
condiments,2019-02-18,4573678.0,3633530.0,14305256.02,13219898.481999997
deo,2019-02-18,7989378.0,7579467.0,26304619.739999995,25168297.519
q-tips,2019-02-18,1745562.0,1268572.0,4202393.34,3322149.9590000003
ic-other,2019-02-18,192.0,192.0,2989.75,2989.75
ice cream,2019-02-18,16690360.0,15914269.0,45505293.0,43202720.18400002
personal wash,2019-02-18,8345916.0,7589564.0,35885379.59999999,32801400.551999994
skin care,2019-02-25,3830360.0,2893438.0,10677625.030000001,8434284.070000002
