category,date,original,dispatched,order$,ship$
ic-other,2019-09-09,366.0,396.0,6177.3,6177.3
condiments,2019-09-09,3718161.0,3609859.0,12136084.690000003,11487317.780999998
q-tips,2019-09-09,1002069.0,929431.0,2818805.8499999996,2568890.206
personal wash,2019-09-16,7914805.0,7630415.0,33671025.24,32545751.102999996
tea,2019-09-16,1870774.0,1733740.0,6210339.08,5682575.614999998
q-tips,2019-09-16,1105561.0,1035395.0,2901823.59,2608810.0880000005
svg other personal care,2019-09-16,298623.0,257906.0,2605872.6100000003,2051247.553
oral care,2019-09-16,33918.0,39666.0,140529.94,130466.4
skin care,2019-09-16,3129275.0,2899058.0,8830065.7,8489435.365999999
ice cream,2019-09-16,14066673.0,13812129.0,38701288.65,37778636.09300001
home care,2019-09-16,1302464.0,1072444.0,6003185.9,5002254.174999998
deo,2019-09-16,8023669.0,7772498.0,27412717.43,26721157.029000007
condiments,2019-09-16,3951656.0,3871529.0,13023082.860000003,12523561.780000003
hair care,2019-09-16,9021962.0,8749283.0,27898860.419999994,26720878.893999998
savoury,2019-09-16,11420684.0,11123997.0,12054582.870000003,11762104.587000001
ic-other,2019-09-16,306.0,306.0,4771.049999999999,4771.049999999999
ice cream,2019-09-23,14446048.0,14244629.0,39574000.07,38591417.09200001
oral care,2019-09-23,28716.0,30342.0,109574.73,103084.88799999999
home care,2019-09-23,1266143.0,1085157.0,5491498.999999999,4797284.534999999
savoury,2019-09-23,12321251.0,11050402.0,12204548.230000002,11672922.943999998
svg other personal care,2019-09-23,258534.0,244287.0,1434082.0000000002,1314800.189
ic-other,2019-09-23,306.0,306.0,4771.25,4771.25
tea,2019-09-23,2052275.0,1865464.0,6256128.330000001,5639896.505
deo,2019-09-23,8713467.0,8518976.0,28190021.92,27256322.584999997
q-tips,2019-09-23,1688185.0,1630052.0,4626986.88,4271331.380000001
personal wash,2019-09-23,8315488.0,8071508.0,38946835.26999998,37758356.339
condiments,2019-09-23,4768610.0,4271631.0,14203621.269999998,13416586.934
skin care,2019-09-23,2866398.0,2752613.0,8619238.189999998,8220824.920999995
hair care,2019-09-23,9039668.0,8667121.0,27837728.979999993,26278524.422
deo,2019-09-30,9859283.0,9459705.0,33930050.81,31675328.25000001
condiments,2019-09-30,5541462.0,5377621.0,19210959.44000001,18469000.846
ic-other,2019-09-30,726.0,726.0,11313.35,11313.35
svg other personal care,2019-09-30,276430.0,246992.0,1475279.6499999997,1300610.741
savoury,2019-09-30,13696478.0,12015846.0,13965614.529999996,12317615.355000002
hair care,2019-09-30,10750819.0,10413545.0,32987381.660000008,31802351.346
ice cream,2019-09-30,20240751.0,19754685.0,52870813.88999999,51384421.34300002
home care,2019-09-30,1269752.0,1150684.0,5505660.2,4937952.177999999
skin care,2019-09-30,3276675.0,3144991.0,9894703.819999995,9469666.208999999
oral care,2019-09-30,52326.0,50364.0,184718.78,175305.078
q-tips,2019-09-30,1375999.0,1344497.0,3808655.7199999997,3660734.6169999987
personal wash,2019-09-30,8955340.0,8689663.0,39356394.91999998,37831491.191000015
tea,2019-09-30,2369750.0,2203499.0,7168009.999999999,6618577.407000001
deo,2019-10-07,8027920.0,7733398.0,28205068.38000001,26869798.033999994
condiments,2019-10-07,3974574.0,3747059.0,13407496.74,12384005.439999998
tea,2019-10-07,2002513.0,1873095.0,6276489.5699999975,5870083.281999999
ic-other,2019-10-07,378.0,378.0,5870.7300000000005,5870.7300000000005
svg other personal care,2019-10-07,299762.0,259869.0,1711246.8500000003,1550401.9749999999
savoury,2019-10-07,12227105.0,11109062.0,13371868.64,11948644.565000003
hair care,2019-10-07,8691693.0,8030720.0,28088218.929999996,25700585.054999992
personal wash,2019-10-07,7457270.0,7176527.0,33877611.84000001,32351171.998
oral care,2019-10-07,29700.0,28932.0,101575.12999999999,98900.77
skin care,2019-10-07,2682784.0,2555484.0,8084160.739999993,7658256.696999995
q-tips,2019-10-07,1185214.0,1158052.0,3404378.97,3294869.957
other foods,2019-10-07,64.0,32.0,169.6,84.8
home care,2019-10-07,1364809.0,1190833.0,5688831.430000001,5147672.325999999
ice cream,2019-10-07,16160599.0,15914164.0,42357590.220000006,41268276.44199999
tea,2019-10-14,2133682.0,2011827.0,6587310.379999999,6182528.0879999995
deo,2019-10-14,8340308.0,7921939.0,30727317.419999998,28867634.293999996
hair care,2019-10-14,8020618.0,7732858.0,25340419.21,24193517.477000006
q-tips,2019-10-14,1048823.0,1030089.0,2920838.7100000004,2810666.855
condiments,2019-10-14,4133002.0,4011604.0,14540231.849999998,14086558.887999998
home care,2019-10-14,1066467.0,903762.0,5138782.649999999,4216599.826
savoury,2019-10-14,11990902.0,11298440.0,12778568.220000004,11867967.993999993
ice cream,2019-10-14,10770153.0,10653732.0,29102908.44,28657171.643000014
ic-other,2019-10-14,30.0,30.0,467.97,467.97
skin care,2019-10-14,2640530.0,2504632.0,7877376.059999998,7414837.200999997
svg other personal care,2019-10-14,234275.0,209642.0,1810277.6800000002,1610330.2080000003
other foods,2019-10-14,88.0,64.0,233.2,169.6
personal wash,2019-10-14,7559379.0,7214184.0,33712370.58,32076245.854000002
oral care,2019-10-14,29868.0,29484.0,98899.05,97627.62
q-tips,2019-10-21,1104952.0,1044922.0,2975481.079999999,2783297.8830000004
svg other personal care,2019-10-21,290843.0,268402.0,1721214.9700000004,1490944.8100000005
hair care,2019-10-21,8637321.0,8279740.0,28908789.429999996,27757074.146999996
home care,2019-10-21,1435133.0,1228968.0,6175950.82,5470446.835
ic-other,2019-10-21,324.0,324.0,5050.919999999999,5050.919999999999
personal wash,2019-10-21,8102324.0,7486405.0,33905373.46000001,32506743.772000004
deo,2019-10-21,8390682.0,7748709.0,31108187.73,28557213.097000007
condiments,2019-10-21,4412933.0,4150221.0,15621891.989999996,14491301.694999997
savoury,2019-10-21,12392589.0,11543372.0,12806907.760000004,11821007.600999998
tea,2019-10-21,2394296.0,2215368.0,7570054.4399999995,6959096.6389999995
skin care,2019-10-21,2947518.0,2816824.0,8726792.02,8304605.27
ice cream,2019-10-21,11890943.0,11761311.0,32693418.66999997,32260760.39999998
oral care,2019-10-21,27264.0,27240.0,93255.63999999998,93170.26999999996
condiments,2019-10-28,4398283.0,4228965.0,15610477.770000005,14839576.710000006
tea,2019-10-28,2155256.0,2021156.0,7026164.059999998,6419446.289
skin care,2019-10-28,2845739.0,2712762.0,8441933.780000001,8043535.631000003
hair care,2019-10-28,8751824.0,8309638.0,28207591.600000005,26688184.952
personal wash,2019-10-28,7302753.0,7016519.0,31492328.60000001,30388421.63100001
oral care,2019-10-28,24678.0,24654.0,81452.55,81369.09999999999
deo,2019-10-28,7435576.0,7121156.0,28213854.779999994,26712629.185000002
ice cream,2019-10-28,12405363.0,12267060.0,34739716.69000001,34374394.964000024
savoury,2019-10-28,12811932.0,11992440.0,13688920.059999999,12640194.626000006
ic-other,2019-10-28,432.0,432.0,6735.91,6735.91
svg other personal care,2019-10-28,246884.0,232866.0,1273968.6300000001,1102679.7270000002
q-tips,2019-10-28,1123939.0,1098941.0,3059181.7900000005,2972049.2400000007
home care,2019-10-28,1498067.0,1237215.0,6396462.579999999,5584962.271999999
personal wash,2019-11-04,8215377.0,7993458.0,34528552.559999995,33308351.73299999
savoury,2019-11-04,13293714.0,12228541.0,14265151.039999995,12879678.505999995
q-tips,2019-11-04,1455523.0,1333497.0,4207805.57,3760261.3910000003
oral care,2019-11-04,27492.0,27468.0,92858.62999999999,92774.25699999998
condiments,2019-11-04,5307673.0,5165413.0,19581564.079999994,19004535.051
tea,2019-11-04,2354292.0,2278025.0,7418168.879999999,7025655.125000002
ic-other,2019-11-04,246.0,246.0,3826.5,3826.5
ice cream,2019-11-04,14103826.0,13955682.0,36013221.25,35742703.44800001
home care,2019-11-04,1222493.0,1095762.0,5087141.869999999,4738860.682999997
hair care,2019-11-04,8841268.0,8355387.0,27730246.400000013,25473356.106999997
skin care,2019-11-04,3308657.0,3101271.0,9852976.640000008,9312876.859000003
deo,2019-11-04,8110649.0,7728792.0,28227290.13000001,26593398.201999996
svg other personal care,2019-11-04,279293.0,264622.0,1487321.8800000001,1430547.087
tea,2019-11-11,2141840.0,2081436.0,6627466.979999998,6349366.89
svg other personal care,2019-11-11,236685.0,225780.0,1271569.24,1205557.2899999998
skin care,2019-11-11,3364042.0,3212358.0,10075468.560000002,9635373.969999999
oral care,2019-11-11,33126.0,32718.0,111746.63999999998,110580.81999999999
ic-other,2019-11-11,168.0,138.0,2620.63,2152.66
ice cream,2019-11-11,10983650.0,10784150.0,30959091.279999994,30406803.63900001
q-tips,2019-11-11,1252504.0,1194599.0,3561676.99,3389111.9040000006
home care,2019-11-11,1305460.0,1147577.0,5531488.84,4991157.338999999
hair care,2019-11-11,8894135.0,8466426.0,27940504.84000001,26297660.782
savoury,2019-11-11,12341509.0,11297055.0,13592233.819999998,12081185.777
condiments,2019-11-11,5487083.0,5358777.0,19373265.900000006,18725240.056000005
personal wash,2019-11-11,7729539.0,7209845.0,35397657.70000001,32645675.724000003
deo,2019-11-11,8608958.0,8063514.0,33829031.269999996,29912615.722999997
condiments,2019-11-18,6714132.0,6639376.0,24450979.099999998,24055768.238000005
svg other personal care,2019-11-18,206484.0,200371.0,1220919.7699999996,1170320.01
skin care,2019-11-18,3358476.0,3079360.0,9659563.740000006,8917364.530000005
personal wash,2019-11-18,8197853.0,7825770.0,38290731.08,36192929.331999995
home care,2019-11-18,1149489.0,990459.0,4993939.82,4505445.095999998
oral care,2019-11-18,28296.0,27840.0,95241.16,93940.76999999999
q-tips,2019-11-18,1173980.0,1163276.0,3306300.690000001,3246315.0170000014
ice cream,2019-11-18,11056430.0,10727056.0,32619501.430000007,31624822.887000006
hair care,2019-11-18,9824404.0,9302258.0,31671847.42,29867894.27300001
savoury,2019-11-18,12533397.0,11096600.0,13553129.680000002,11982573.905000012
ic-other,2019-11-18,168.0,0.0,2246.25,0.0
tea,2019-11-18,2360669.0,2289865.0,7199635.84,6876408.177999999
deo,2019-11-18,8948259.0,8731295.0,32753005.710000012,31124920.098999996
q-tips,2019-11-25,1559729.0,1494088.0,5018888.030000001,4893663.766000001
condiments,2019-11-25,7528875.0,5509400.0,19002198.709999993,18294544.782
ice cream,2019-11-25,11849150.0,12174537.0,34908031.20999999,33898237.294000015
oral care,2019-11-25,31434.0,31410.0,107374.83,107290.47
personal wash,2019-11-25,9334400.0,8998286.0,46441047.41000002,44557739.46999999
skin care,2019-11-25,3580261.0,3308024.0,10233175.309999999,9504332.419999998
svg other personal care,2019-11-25,209685.0,203480.0,1378046.94,1290893.1320000002
ic-other,2019-11-25,150.0,120.0,2519.94,1868.28
home care,2019-11-25,1264902.0,1123711.0,5865487.8999999985,5339700.652999999
savoury,2019-11-25,14641778.0,13015421.0,15330106.47,13468505.188999997
tea,2019-11-25,2475933.0,2371996.0,7568106.579999997,7114572.755000001
deo,2019-11-25,9217646.0,8669235.0,31229174.05,29436281.295
hair care,2019-11-25,10218760.0,9336465.0,33591176.71000001,31532597.760000017
svg other personal care,2019-12-02,256825.0,236615.0,1608001.6,1431129.9620000003
tea,2019-12-02,2375328.0,2244990.0,7184072.02,6706608.66
ic-other,2019-12-02,1020.0,966.0,15907.350000000002,15068.500000000004
deo,2019-12-02,8705049.0,8317978.0,32838999.180000007,30732387.292999998
oral care,2019-12-02,24144.0,24048.0,83066.4,82629.93
home care,2019-12-02,1442369.0,1253361.0,6051920.389999999,5472528.239000001
condiments,2019-12-02,4059632.0,3901584.0,13860372.989999998,13045053.450000003
hair care,2019-12-02,9683971.0,9025281.0,31494704.330000002,28903151.476000004
q-tips,2019-12-02,1300865.0,1292420.0,3550440.980000001,3508265.6640000003
personal wash,2019-12-02,8839651.0,8344287.0,38876962.89999999,36770721.524999976
skin care,2019-12-02,3661448.0,3321855.0,10225358.460000005,9341403.385999998
ice cream,2019-12-02,15472007.0,15279840.0,40841654.97000001,40011178.607
savoury,2019-12-02,13780289.0,12265702.0,14238786.170000007,12814379.719000004
oral care,2019-12-09,37386.0,31356.0,123839.61,105582.40000000001
personal wash,2019-12-09,7979599.0,7501154.0,37633288.22999999,35237432.80799999
deo,2019-12-09,8019159.0,7250469.0,28581001.9,25413032.918000005
ice cream,2019-12-09,9541810.0,9260870.0,28290005.19000001,27309624.838999994
tea,2019-12-09,2233816.0,2095040.0,6754074.799999997,6280908.6959999995
condiments,2019-12-09,5956946.0,5024105.0,19026792.28,18118773.846000005
svg other personal care,2019-12-09,194414.0,184451.0,1268251.9999999995,1171970.9909999997
skin care,2019-12-09,3012548.0,2731822.0,9078783.739999998,8165028.335999997
hair care,2019-12-09,9228196.0,8100834.0,32695805.76000001,29231141.705999993
savoury,2019-12-09,12419326.0,10687768.0,12588702.609999996,11142779.000000002
q-tips,2019-12-09,1251827.0,1214537.0,4016493.83,3839749.3340000003
ic-other,2019-12-09,372.0,372.0,5821.179999999999,5821.179999999999
home care,2019-12-09,1034159.0,908928.0,4877516.309999999,4386977.908999999
oral care,2019-12-16,55926.0,35778.0,179037.44999999998,109662.264
home care,2019-12-16,1851758.0,1650255.0,8107668.699999998,7248393.498999999
hair care,2019-12-16,11896833.0,10593515.0,38928659.120000005,34151252.921
ice cream,2019-12-16,11579627.0,11270534.0,34229685.84000002,33134843.904000007
ic-other,2019-12-16,120.0,120.0,1865.1,1865.1
svg other personal care,2019-12-16,291251.0,261628.0,1680341.85,1454539.1919999996
tea,2019-12-16,2640770.0,2458688.0,8067478.859999998,7340479.433999998
deo,2019-12-16,9293525.0,8752715.0,32245581.99000001,29476743.584
condiments,2019-12-16,6428944.0,6145860.0,20887415.720000006,19842064.624
q-tips,2019-12-16,1413005.0,1371526.0,4042582.349999999,3854739.7439999986
personal wash,2019-12-16,9216145.0,8369315.0,39855287.32,36178070.585000016
skin care,2019-12-16,4442389.0,3933443.0,12547395.699999996,10906496.638999995
savoury,2019-12-16,12144221.0,9716291.0,12817103.509999994,10064576.765999999
home care,2019-12-23,1386539.0,1287685.0,6310812.1899999995,5722044.116
oral care,2019-12-23,35328.0,30600.0,95673.43999999999,80694.29000000001
q-tips,2019-12-23,1105073.0,1106328.0,3195552.5399999996,3158928.9089999995
skin care,2019-12-23,2992633.0,2655811.0,8815615.920000002,7697510.626999999
svg other personal care,2019-12-23,290851.0,248243.0,1537950.07,1362633.9599999997
condiments,2019-12-23,4623315.0,4348895.0,16687246.899999999,15770212.342000002
ice cream,2019-12-23,11701765.0,11272977.0,32157798.540000003,30635976.623
hair care,2019-12-23,8842169.0,7825856.0,30141952.11,26156843.934999995
savoury,2019-12-23,11908785.0,9565715.0,14104528.079999998,10895091.160000002
personal wash,2019-12-23,7292041.0,6740592.0,33077030.70000001,30957210.37700001
deo,2019-12-23,7892933.0,6996617.0,27632555.089999996,24341831.206999995
tea,2019-12-23,2496125.0,2310301.0,7710227.070000001,7037241.52
ic-other,2019-12-23,150.0,138.0,2337.24,2150.05
ice cream,2019-12-30,19702404.0,19400510.0,51423711.019999996,50230233.45900002
personal wash,2019-12-30,13838395.0,12881211.0,60704853.730000004,55802325.73900001
ic-other,2019-12-30,948.0,948.0,14782.92,14782.92
skin care,2019-12-30,5093043.0,4593910.0,15337876.169999998,13551219.865
home care,2019-12-30,2073884.0,1809178.0,9013465.870000001,7861190.744000001
svg other personal care,2019-12-30,388311.0,335459.0,2212980.6599999997,1996426.346
hair care,2019-12-30,17714367.0,15758491.0,56668448.65999998,48755289.31499998
savoury,2019-12-30,20287839.0,17225519.0,20083573.249999996,17735005.373
deo,2019-12-30,14936312.0,13927619.0,46070591.37000003,43053095.39600001
condiments,2019-12-30,7654690.0,7186674.0,25923530.36000001,25078523.150000006
tea,2019-12-30,3953617.0,3617968.0,12299553.160000002,11075133.457999997
oral care,2019-12-30,91458.0,82938.0,239042.09999999998,219563.499
q-tips,2019-12-30,2833873.0,2833447.0,6346659.220000002,6328391.259000001
svg other personal care,2020-01-06,88593.0,76421.0,496939.44,438196.70600000006
q-tips,2020-01-06,222197.0,215357.0,721206.5600000002,720233.59
savoury,2020-01-06,4508629.0,3813666.0,4671611.6000000015,3952857.621
oral care,2020-01-06,9666.0,7722.0,33213.46,27618.411000000004
deo,2020-01-06,2466527.0,1923428.0,6360606.379999999,5341706.852000002
skin care,2020-01-06,773050.0,663368.0,2385289.96,1999597.2419999999
condiments,2020-01-06,1743680.0,1590660.0,6198068.369999999,5686710.65
personal wash,2020-01-06,2415233.0,2157028.0,7899800.29,7051568.903999999
tea,2020-01-06,745785.0,649459.0,2209841.2399999998,1896280.871
hair care,2020-01-06,3225655.0,2436501.0,9181265.030000003,6421711.531
home care,2020-01-06,331532.0,305496.0,1443041.35,1344258.6360000002
ice cream,2020-01-06,2549623.0,2466593.0,7691769.470000001,7444277.605000003
savoury,2020-01-13,11631965.0,9161438.0,11872671.72,9595254.112999996
ice cream,2020-01-13,8643278.0,8111747.0,24852819.57,23348351.979000002
ic-other,2020-01-13,108.0,108.0,1680.9,1680.9
tea,2020-01-13,2349515.0,2077850.0,7097876.399999999,5993124.2870000005
deo,2020-01-13,8184399.0,7035314.0,27877869.76999999,24697624.67
hair care,2020-01-13,8905733.0,7568653.0,26796848.0,22063275.572000004
skin care,2020-01-13,2932414.0,2617996.0,8635088.479999995,7485182.467
svg other personal care,2020-01-13,293322.0,253960.0,2039668.8499999999,1683144.5220000006
q-tips,2020-01-13,1011863.0,980528.0,2901275.95,2705466.7800000003
oral care,2020-01-13,21354.0,11658.0,75129.92000000001,41343.00700000001
home care,2020-01-13,1353776.0,1203900.0,6489527.409999999,5749619.591
condiments,2020-01-13,4892829.0,4345060.0,16068821.12,14752121.335999995
personal wash,2020-01-13,7115810.0,6566640.0,30204545.090000004,27350684.818000007
q-tips,2020-01-20,1043763.0,1012227.0,2792054.18,2682596.069000001
oral care,2020-01-20,28764.0,20556.0,100479.0,71438.45
deo,2020-01-20,7916971.0,7330343.0,28466451.57,25961065.472000007
home care,2020-01-20,1416898.0,1146618.0,6586114.149999999,5138474.866000001
tea,2020-01-20,2430008.0,2275493.0,7152805.27,6537395.374000001
ic-other,2020-01-20,162.0,192.0,2989.3,2989.3
hair care,2020-01-20,8972353.0,7969970.0,29974761.139999997,25538269.839000005
personal wash,2020-01-20,7817047.0,7042481.0,34983637.210000016,31697058.74500001
condiments,2020-01-20,4673187.0,4232078.0,15793761.070000002,14694764.121000003
ice cream,2020-01-20,10974469.0,10306584.0,30603698.889999993,28807466.814999998
savoury,2020-01-20,12313838.0,10220958.0,13011874.73,10583838.947
svg other personal care,2020-01-20,299974.0,256605.0,1870924.7699999996,1543331.608
skin care,2020-01-20,2830490.0,2421536.0,8548198.3,7213180.791000001
ic-other,2020-01-27,78.0,162.0,2524.73,2524.73
savoury,2020-01-27,12849000.0,9900169.0,12428004.469999995,10225112.125999995
skin care,2020-01-27,2721061.0,2358799.0,8336734.250000001,6973536.719999996
oral care,2020-01-27,13968.0,13872.0,47300.46,47217.060000000005
deo,2020-01-27,9640637.0,8856599.0,34080060.109999985,30443995.963999998
tea,2020-01-27,2201846.0,2039543.0,6486221.039999998,5948060.385999998
condiments,2020-01-27,4632497.0,4261320.0,15722846.240000002,14455044.174
ice cream,2020-01-27,13147089.0,12111169.0,37038105.49000002,34194727.458999984
hair care,2020-01-27,8629662.0,7624923.0,28691727.11999999,24255994.72
svg other personal care,2020-01-27,309926.0,256113.0,1781327.5899999999,1447523.6600000001
home care,2020-01-27,1231878.0,1026055.0,5325563.1499999985,4601316.16
q-tips,2020-01-27,1270581.0,1242832.0,3805637.0999999996,3719546.306
personal wash,2020-01-27,8517945.0,7678332.0,37483746.99,34456906.00399999
oral care,2020-02-03,41412.0,40446.0,107908.45,105817.51999999999
hair care,2020-02-03,10995587.0,9685795.0,35582583.79999999,30040298.707
tea,2020-02-03,2698778.0,2469431.0,8064046.949999999,7224133.217
ic-other,2020-02-03,492.0,564.0,8798.990000000002,8798.990000000002
home care,2020-02-03,1868092.0,1573578.0,8805606.33,7161998.129000001
condiments,2020-02-03,4618802.0,4155105.0,15027411.36,14068550.894
skin care,2020-02-03,3577163.0,2874597.0,10438054.889999993,8585643.299
q-tips,2020-02-03,1508443.0,1416438.0,4369836.360000001,4028793.595
svg other personal care,2020-02-03,433515.0,390668.0,2273415.37,1999381.6359999997
deo,2020-02-03,9920586.0,8753828.0,35360827.4,30019005.139999997
ice cream,2020-02-03,14666660.0,13947196.0,41720478.46,39605764.824
personal wash,2020-02-03,9600323.0,8398248.0,41565388.440000005,36316983.394
savoury,2020-02-03,15243818.0,11575775.0,18925709.94,11966240.244
hair care,2020-02-10,9921521.0,8327352.0,31982553.250000004,25528318.66200001
svg other personal care,2020-02-10,319702.0,264198.0,2036725.9599999997,1685148.2269999995
q-tips,2020-02-10,1241787.0,1092961.0,3670351.25,3078102.162
tea,2020-02-10,2161360.0,2029490.0,6246246.289999999,5795233.372000001
personal wash,2020-02-10,7503170.0,6670743.0,31069153.480000008,28205370.662000008
deo,2020-02-10,8794592.0,7369979.0,30980475.919999983,25868380.513000004
condiments,2020-02-10,3659365.0,3417853.0,12680280.92,12005112.642
ic-other,2020-02-10,750.0,750.0,11687.560000000001,11687.560000000001
home care,2020-02-10,1522578.0,1316257.0,6897338.1000000015,6078185.603000001
ice cream,2020-02-10,14865791.0,14357378.0,41100034.609999985,39725827.363
savoury,2020-02-10,14359598.0,12518919.0,14979766.839999998,12899199.806000002
other foods,2020-02-10,21216.0,0.0,56222.4,0.0
skin care,2020-02-10,3009720.0,2594556.0,9240715.840000002,7894216.038000002
oral care,2020-02-10,14796.0,13260.0,47207.03,46109.299999999996
oral care,2020-02-17,27846.0,27462.0,68631.4,64193.38
hair care,2020-02-17,9638262.0,8653331.0,30101285.920000013,26407652.700000007
svg other personal care,2020-02-17,267886.0,223067.0,1743945.5599999996,1467796.3359999997
condiments,2020-02-17,4033525.0,3679540.0,12819007.770000003,11913694.581
q-tips,2020-02-17,1295954.0,1171042.0,3587990.0400000014,3176164.9100000006
home care,2020-02-17,1227744.0,1089630.0,5569728.950000001,4970662.33
savoury,2020-02-17,12067006.0,10720897.0,13473766.000000004,12014778.14599999
personal wash,2020-02-17,9039150.0,8069923.0,35890870.099999994,32533028.027
deo,2020-02-17,8749960.0,7902895.0,29151217.90999999,25968307.58899999
ic-other,2020-02-17,378.0,186.0,5897.139999999999,2903.0719999999997
skin care,2020-02-17,4387003.0,3611569.0,12878770.460000003,10818881.999000004
ice cream,2020-02-17,12956291.0,12605708.0,36639034.89999999,35511460.448
tea,2020-02-17,2008852.0,1804400.0,6026529.279999999,5301046.711
savoury,2020-02-24,12876998.0,11015288.0,15466817.680000003,12099586.17
condiments,2020-02-24,4589469.0,4329759.0,15533706.770000001,14541116.907000002
deo,2020-02-24,8612407.0,7960742.0,29550776.15999999,27138818.310999997
skin care,2020-02-24,3171761.0,2786987.0,9718149.859999996,8643934.456
hair care,2020-02-24,10059032.0,8894372.0,34216536.550000004,29120804.036000002
q-tips,2020-02-24,1386019.0,1297346.0,3742878.5199999996,3384601.215999999
ic-other,2020-02-24,186.0,198.0,3326.1,3045.17
personal wash,2020-02-24,8939770.0,7969857.0,38900529.26999999,34369397.282999985
oral care,2020-02-24,15732.0,16548.0,55739.240000000005,53284.69
home care,2020-02-24,1260183.0,1106338.0,6022371.029999999,5343668.814999999
ice cream,2020-02-24,15657787.0,15181240.0,42852732.55999999,41498867.56300001
tea,2020-02-24,2379752.0,2107192.0,7246042.6400000015,6297754.363000002
svg other personal care,2020-02-24,286630.0,236833.0,1793007.49,1538556.2909999997
ice cream,2020-03-02,16662202.0,16167767.0,47029913.500000015,45444999.723
tea,2020-03-02,2614763.0,2116519.0,7889262.28,6326329.796000002
home care,2020-03-02,1465359.0,1310774.0,6710899.530000003,5930467.493000002
skin care,2020-03-02,3527149.0,3173751.0,10122609.36,8934274.902999999
personal wash,2020-03-02,11037495.0,9778632.0,47631876.38000001,41484418.29599999
condiments,2020-03-02,4685281.0,4279827.0,16335601.639999995,15057065.104999995
svg other personal care,2020-03-02,329992.0,311162.0,1873581.2600000007,1715368.9849999999
deo,2020-03-02,10381853.0,9019703.0,35170565.059999995,30770510.249000005
savoury,2020-03-02,15110671.0,12300185.0,21284126.410000008,12744543.332999997
hair care,2020-03-02,11529088.0,10120664.0,37093858.09999999,31387325.071000002
ic-other,2020-03-02,522.0,222.0,8133.99,3455.27
oral care,2020-03-02,33186.0,28842.0,115568.82,110392.09400000001
q-tips,2020-03-02,1734079.0,1582936.0,5378874.999999998,4437210.993
condiments,2020-03-09,5789708.0,5499991.0,19965903.329999987,19177793.229999997
personal wash,2020-03-09,9444149.0,8072716.0,37897077.73,33822606.57700001
home care,2020-03-09,1543595.0,1306995.0,7176792.559999997,6104594.87
ic-other,2020-03-09,360.0,240.0,6082.58,3743.32
deo,2020-03-09,9187982.0,8348467.0,32523540.229999997,29607942.304999996
savoury,2020-03-09,18126011.0,13432937.0,29405669.250000004,12910231.924999999
svg other personal care,2020-03-09,332127.0,289029.0,2102836.5199999996,1712059.7969999998
q-tips,2020-03-09,1985630.0,1923978.0,5379607.35,4968013.434
oral care,2020-03-09,63630.0,55854.0,224406.94000000003,221559.1
ice cream,2020-03-09,15343905.0,14777237.0,41421960.08000001,39724312.029
tea,2020-03-09,2976237.0,2402532.0,8838943.260000002,7191293.058
skin care,2020-03-09,3064449.0,2770150.0,9257193.450000001,8274393.072000002
hair care,2020-03-09,10081864.0,9044067.0,30811248.849999998,27201580.321000002
skin care,2020-03-16,3541684.0,3197716.0,10293702.020000005,9001484.320999999
personal wash,2020-03-16,12333786.0,10389742.0,57570450.69000003,48453916.88999999
svg other personal care,2020-03-16,656627.0,478116.0,3922353.639999999,2950125.0270000007
hair care,2020-03-16,10639005.0,9036553.0,32479243.60000001,27409811.67
home care,2020-03-16,3388866.0,2270843.0,15041316.24,10689155.802999998
deo,2020-03-16,9003508.0,8165608.0,31227247.749999996,28527593.97299999
q-tips,2020-03-16,1675904.0,1602383.0,4866612.839999999,4632670.171
ic-other,2020-03-16,1050.0,966.0,16583.07,15085.330000000002
condiments,2020-03-16,5854266.0,5483706.0,21250508.360000003,20129439.658
tea,2020-03-16,2755052.0,2110715.0,8163764.420000001,6515105.843999998
oral care,2020-03-16,23424.0,21432.0,78636.18999999997,74630.62
ice cream,2020-03-16,15575669.0,15061171.0,42329198.94000002,40900518.45499999
savoury,2020-03-16,16233704.0,13007321.0,17781570.64,13614181.667999996
hair care,2020-03-23,11241123.0,9425143.0,36609007.63999999,29392640.34700001
svg other personal care,2020-03-23,1367010.0,559902.0,7259210.249999999,2800118.7959999996
ic-other,2020-03-23,318.0,318.0,4952.66,4952.66
personal wash,2020-03-23,14622778.0,10755827.0,71696684.37000002,49503729.376
skin care,2020-03-23,4065876.0,3241525.0,12396175.450000003,9545403.839
savoury,2020-03-23,17554307.0,9768756.0,21229012.569999997,10863176.850000003
home care,2020-03-23,6377948.0,1930004.0,28243505.71,9293067.287
q-tips,2020-03-23,2079391.0,1774379.0,6942881.970000001,4814133.236000001
condiments,2020-03-23,6754648.0,6051007.0,25187450.56000001,22764098.347999994
ice cream,2020-03-23,17929681.0,16786589.0,47550803.550000004,44728892.15400002
oral care,2020-03-23,14454.0,9096.0,49548.57,31208.350000000006
deo,2020-03-23,11504158.0,9163118.0,39955991.68999999,31540944.961999997
tea,2020-03-23,3315611.0,2430132.0,9934117.23,7112838.216
ice cream,2020-03-30,19451310.0,17579563.0,52649858.00999998,47013216.192999996
savoury,2020-03-30,27594444.0,12640433.0,28436808.82,13536690.686999999
condiments,2020-03-30,11446627.0,9628578.0,42640657.06000001,34547032.501
svg other personal care,2020-03-30,2162484.0,502169.0,13243266.179999996,2830312.9669999992
ic-other,2020-03-30,354.0,288.0,5045.820000000001,4489.1
